regio2,totalRent,balcony,livingSpace,noRooms
Köln,3400.0,1,232.0,5.0
Köln,870.0,1,70.42,2.0
Stuttgart,1590.0,0,70.0,2.5
Köln,880.0,0,80.0,3.0
Stuttgart,2140.0,1,126.77,4.0
Stuttgart,1400.0,1,40.0,2.0
Köln,1250.0,1,100.0,3.5
Köln,330.0,0,18.0,1.0
Köln,815.0,1,40.67,1.5
Köln,990.0,1,76.0,3.0
Köln,920.0,1,84.0,3.0
Stuttgart,1750.4,0,113.6,3.0
Stuttgart,2506.0,1,131.82,3.0
Köln,570.0,0,26.0,1.0
Stuttgart,960.0,0,22.0,1.0
Stuttgart,561.67,0,17.0,1.0
Köln,810.0,1,72.0,3.0
Köln,955.23,1,61.94,2.0
Köln,1020.0,1,74.0,2.0
Stuttgart,625.0,1,15.0,1.0
Stuttgart,1203.0,1,70.0,2.0
Köln,550.0,0,48.0,1.0
Köln,915.0,0,83.5,2.0
Köln,876.5,1,68.0,2.0
Stuttgart,850.0,0,24.0,1.0
Stuttgart,930.0,1,55.0,1.5
Köln,900.0,0,79.0,3.0
Stuttgart,1950.0,1,100.0,2.0
Köln,1080.0,1,91.0,3.0
Köln,800.0,1,55.0,2.0
Köln,880.0,1,84.0,3.0
Köln,756.0,0,48.0,2.0
Köln,1125.0,1,78.0,3.0
Stuttgart,1800.0,1,85.0,3.0
Köln,1625.0,0,95.0,4.0
Stuttgart,1650.0,0,60.0,2.0
Köln,695.0,0,44.0,1.0
Köln,1140.0,1,42.0,2.0
Köln,500.0,0,10.7,1.0
Stuttgart,1590.0,1,62.0,2.5
Köln,740.0,0,59.0,3.0
Köln,1190.0,0,48.0,1.0
Köln,730.0,1,58.04,2.0
Köln,790.0,0,28.0,1.0
Köln,664.93,1,49.26,2.0
Köln,870.0,1,90.0,3.5
Köln,1350.0,1,91.0,3.0
Stuttgart,1490.0,1,75.0,3.0
Stuttgart,1100.0,0,36.0,1.0
Stuttgart,1490.0,0,55.0,2.0
Köln,960.0,1,69.0,2.0
Stuttgart,1331.0,1,40.0,1.0
Köln,1310.0,1,87.9,3.0
Stuttgart,3500.0,1,204.0,4.0
Köln,1148.0,0,53.95,1.0
Stuttgart,2125.0,1,115.0,3.0
Köln,995.0,1,70.0,3.0
Stuttgart,1420.0,0,89.0,3.0
Köln,745.0,1,66.7,2.0
Stuttgart,2110.0,1,99.6,2.0
Köln,1315.0,1,91.75,3.0
Köln,1169.0,1,101.0,4.0
Köln,904.5,0,63.0,3.0
Stuttgart,3000.0,1,154.0,4.0
Stuttgart,1200.0,1,71.0,2.0
Stuttgart,1800.0,1,100.0,3.0
Stuttgart,2140.0,1,100.89,4.0
Köln,799.0,0,35.45,1.0
Köln,1640.0,1,95.72,3.5
Stuttgart,970.0,1,70.0,3.5
Köln,640.0,0,40.0,2.0
Stuttgart,1600.0,1,50.0,2.0
Stuttgart,1100.0,1,39.0,1.0
Stuttgart,1200.0,1,75.0,3.5
Stuttgart,1910.0,1,92.0,2.0
Stuttgart,510.0,0,30.0,1.0
Stuttgart,1050.0,0,70.0,3.0
Stuttgart,1700.0,1,75.0,2.0
Stuttgart,350.0,0,22.0,1.0
Köln,1640.0,1,70.0,2.0
Köln,1665.0,0,106.85,4.0
Stuttgart,920.0,1,17.0,1.0
Stuttgart,1580.0,0,65.0,3.0
Köln,650.0,1,37.0,1.0
Stuttgart,580.0,0,11.0,1.0
Köln,1040.0,1,112.0,4.0
Köln,1580.0,0,110.0,4.0
Köln,2039.0,1,171.0,5.0
Köln,1290.0,1,40.0,1.0
Köln,1150.0,1,87.0,2.0
Stuttgart,1250.0,1,74.37,3.0
Stuttgart,1400.0,0,67.0,2.0
Köln,780.0,0,65.0,2.0
Köln,790.0,0,56.0,2.0
Köln,1438.0,1,65.0,2.0
Köln,1478.0,0,69.92,2.0
Köln,1500.0,1,80.0,2.0
Köln,1290.0,1,40.0,1.0
Köln,625.0,1,52.0,2.0
Köln,540.0,0,38.0,1.5
Stuttgart,1350.0,1,49.5,2.0
Köln,1390.0,1,46.0,1.0
Köln,936.0,0,52.0,2.0
Köln,1270.0,0,90.0,3.0
Köln,1340.0,1,85.0,3.0
Stuttgart,2000.0,1,101.0,2.5
Köln,690.0,1,26.0,1.0
Köln,1057.0,1,93.0,3.0
Köln,490.0,1,32.0,1.0
Stuttgart,1660.0,1,90.0,3.0
Köln,900.0,1,84.0,3.0
Köln,1110.0,1,83.0,4.0
Stuttgart,1850.0,1,74.0,2.5
Stuttgart,2810.0,1,130.0,4.0
Stuttgart,2365.0,1,120.0,4.0
Stuttgart,1700.0,1,68.0,2.5
Stuttgart,2650.0,0,140.0,4.0
Köln,350.0,0,15.0,1.0
Stuttgart,2695.0,1,117.0,3.5
Köln,450.0,1,20.0,1.0
Köln,1735.0,0,90.0,3.0
Köln,1140.0,1,76.0,3.0
Köln,1125.5,1,77.0,3.0
Stuttgart,1260.0,1,75.8,3.0
Stuttgart,1490.0,0,65.0,2.0
Stuttgart,1260.0,1,58.9,1.5
Stuttgart,2240.0,1,107.0,4.0
Stuttgart,2110.0,1,125.0,4.0
Köln,905.0,1,44.0,2.0
Köln,600.0,1,42.0,2.0
Stuttgart,1490.0,1,48.0,2.0
Stuttgart,1095.0,0,60.0,3.0
Stuttgart,1490.0,0,50.0,1.0
Köln,1350.0,1,80.0,3.0
Köln,1372.0,0,68.0,2.0
Stuttgart,1950.0,1,82.0,2.5
Stuttgart,510.0,0,13.0,1.0
Köln,951.2,1,70.91,3.0
Stuttgart,1470.0,1,80.0,3.0
Stuttgart,2276.0,1,96.0,3.0
Stuttgart,830.0,0,23.0,1.0
Stuttgart,1550.0,0,104.0,2.0
Köln,745.27,1,43.02,1.0
Köln,860.0,0,32.0,1.0
Köln,730.0,0,63.0,3.0
Stuttgart,770.0,1,38.0,2.0
Köln,1193.52,1,57.3,2.0
Stuttgart,760.0,1,28.0,1.0
Köln,675.0,0,29.0,1.0
Stuttgart,2440.0,1,164.0,6.5
Köln,2610.0,1,148.27,4.0
Köln,875.0,1,38.0,1.5
Köln,800.0,1,75.07,3.0
Stuttgart,870.0,0,17.0,1.0
Köln,1060.0,1,66.08,2.0
Köln,980.0,0,65.0,2.0
Stuttgart,645.0,1,42.0,2.0
Köln,880.0,1,63.0,2.0
Köln,1620.0,1,98.0,3.0
Stuttgart,1020.0,0,57.89,2.0
Köln,1468.0,1,90.0,3.5
Stuttgart,1595.0,0,100.0,1.0
Stuttgart,1550.0,1,89.0,2.5
Stuttgart,1200.0,1,58.0,2.0
Stuttgart,1190.0,1,51.0,2.0
Köln,1115.0,1,70.0,3.0
Köln,471.0,1,25.0,1.0
Köln,675.0,0,60.0,3.0
Stuttgart,2200.0,1,86.0,3.5
Köln,1300.0,0,90.0,3.0
Stuttgart,1070.0,1,63.0,3.0
Stuttgart,1855.0,1,61.78,3.0
Stuttgart,2350.0,1,83.0,3.0
Stuttgart,780.0,0,17.0,1.0
Stuttgart,1110.0,1,43.0,1.5
Stuttgart,610.0,0,32.0,1.0
Stuttgart,1350.0,1,43.0,1.0
Köln,835.0,0,62.0,2.0
Köln,745.14,1,43.01,1.0
Köln,800.0,0,46.0,1.0
Stuttgart,695.0,0,30.0,1.0
Köln,860.0,1,49.0,1.0
Köln,1294.0,1,97.0,3.0
Stuttgart,1675.0,1,89.0,2.5
Stuttgart,1490.0,1,50.0,2.0
Stuttgart,840.0,0,38.0,2.0
Köln,910.5,1,61.0,3.0
Köln,850.0,1,45.0,1.0
Köln,1300.0,1,87.5,3.0
Köln,780.0,0,70.0,3.0
Stuttgart,4422.0,1,261.0,6.0
Stuttgart,840.0,1,55.0,2.0
Stuttgart,1190.0,0,29.0,1.5
Stuttgart,1700.0,0,77.0,2.0
Köln,977.0,0,80.0,3.0
Stuttgart,1420.0,1,74.0,3.0
Stuttgart,3050.0,1,142.0,4.0
Köln,360.0,0,24.0,1.0
Köln,1000.0,1,86.0,3.0
Köln,1720.0,1,135.0,4.0
Köln,395.0,0,26.0,1.0
Köln,750.0,0,35.0,1.0
Köln,1260.0,1,90.0,3.0
Stuttgart,1922.0,1,111.72,4.0
Stuttgart,2150.0,1,108.0,4.0
Köln,800.0,1,70.0,2.0
Köln,780.0,0,62.0,2.0
Köln,1185.9,0,67.0,3.0
Köln,700.0,0,35.0,1.0
Köln,1170.0,0,88.0,3.0
Köln,2050.0,1,164.0,5.0
Stuttgart,1635.0,1,98.94,3.0
Stuttgart,1400.0,0,82.0,3.0
Stuttgart,1990.0,1,97.0,3.0
Stuttgart,2000.0,0,87.0,4.0
Köln,941.0,1,77.0,3.0
Stuttgart,1750.0,1,105.0,4.0
Köln,2594.0,1,161.0,4.0
Köln,760.0,0,33.66,1.0
Köln,1700.0,1,101.0,2.5
Köln,710.0,1,50.0,2.0
Köln,1660.0,1,104.0,3.0
Stuttgart,1760.0,1,110.0,4.0
Stuttgart,2145.0,1,115.0,4.0
Köln,1045.0,0,81.0,3.0
Stuttgart,525.0,0,36.0,1.0
Stuttgart,720.0,0,11.0,1.0
Köln,877.0,1,59.0,2.0
Köln,2300.0,1,105.0,4.0
Köln,619.0,1,63.0,2.0
Stuttgart,1500.0,1,70.0,2.0
Köln,525.0,0,23.0,1.0
Stuttgart,1410.0,1,83.0,3.0
Köln,1190.0,0,45.0,1.0
Köln,455.0,0,36.0,1.0
Köln,850.0,1,41.0,1.0
Stuttgart,1035.0,1,43.0,1.0
Stuttgart,2130.0,0,110.0,3.0
Stuttgart,670.0,0,40.0,1.0
Stuttgart,1175.0,1,74.0,2.5
Stuttgart,2190.0,1,100.0,4.0
Stuttgart,1240.0,0,55.0,2.0
Köln,2290.0,1,140.0,6.0
Köln,858.0,1,56.45,2.0
Stuttgart,1680.0,1,58.0,2.0
Köln,1030.0,1,90.0,2.0
Stuttgart,1750.0,1,85.0,1.0
Köln,1821.0,1,119.47,4.5
Köln,620.0,0,32.0,1.0
Stuttgart,1500.0,1,52.0,2.0
Köln,796.0,0,56.0,2.0
Stuttgart,1055.0,1,73.0,3.0
Köln,1240.0,1,44.0,2.0
Köln,2450.0,1,160.0,4.0
Köln,995.0,1,78.4,3.0
Stuttgart,1400.0,1,100.0,3.0
Köln,964.0,0,98.0,3.0
Köln,1250.0,1,88.8,4.0
Köln,1100.0,0,83.0,3.0
Köln,1100.0,0,72.0,3.0
Köln,704.0,0,36.0,1.0
Stuttgart,1800.0,1,100.0,3.5
Köln,2400.0,1,151.0,4.0
Köln,643.0,1,42.6,1.0
Köln,3050.0,1,234.0,4.0
Köln,1495.0,1,96.0,3.0
Köln,2490.0,1,75.0,3.0
Stuttgart,1500.0,1,87.0,3.0
Stuttgart,752.75,0,60.0,3.0
Stuttgart,1700.0,0,68.0,2.5
Stuttgart,715.0,1,36.0,1.5
Köln,1340.0,1,86.0,3.0
Stuttgart,1500.0,1,82.0,3.0
Köln,645.0,1,35.0,1.0
Köln,515.0,1,56.0,2.0
Stuttgart,1940.0,1,117.0,4.5
Stuttgart,1495.0,1,88.0,3.0
Köln,890.0,1,55.95,2.0
Köln,1250.0,1,117.0,4.0
Köln,1490.0,1,90.0,3.0
Stuttgart,1400.0,1,113.0,3.0
Stuttgart,2190.0,1,65.0,2.5
Köln,1268.79,1,77.0,2.0
Köln,1548.9,1,82.5,3.0
Stuttgart,1510.0,1,80.0,3.0
Stuttgart,1220.0,1,75.0,3.0
Stuttgart,1495.0,1,84.0,3.0
Köln,2400.0,1,61.9,3.0
Köln,685.0,0,43.0,2.0
Stuttgart,1505.0,1,79.0,2.0
Köln,2900.0,1,185.0,5.0
Stuttgart,1570.0,1,80.0,3.0
Köln,655.0,1,50.0,1.0
Köln,1029.8,1,84.4,3.0
Köln,770.0,0,58.0,2.0
Köln,2600.0,1,162.0,3.0
Stuttgart,1150.0,0,40.0,2.0
Stuttgart,760.0,1,62.0,3.0
Köln,480.0,1,33.0,1.0
Stuttgart,2043.0,0,105.49,2.0
Köln,1497.0,1,74.1,2.0
Stuttgart,2650.0,0,145.0,2.0
Köln,1589.0,1,102.8,2.5
Köln,980.0,1,68.59,3.0
Stuttgart,860.0,1,28.0,1.0
Köln,1300.0,0,110.0,4.0
Köln,480.0,1,33.0,1.0
Köln,419.0,1,19.0,1.0
Köln,1390.0,1,85.0,2.0
Köln,525.0,0,36.0,1.0
Stuttgart,595.0,1,13.0,1.0
Stuttgart,1100.0,0,50.0,2.0
Köln,825.0,1,62.0,3.0
Köln,1975.0,1,115.0,3.0
Köln,2005.0,1,123.0,3.0
Köln,620.0,0,30.5,1.0
Stuttgart,1180.0,0,69.0,3.0
Köln,818.0,0,70.0,2.0
Köln,910.0,1,45.0,2.0
Köln,2000.0,1,124.0,5.0
Stuttgart,1380.0,1,68.0,2.0
Stuttgart,2400.0,1,85.0,4.5
Stuttgart,2850.0,0,115.0,2.0
Köln,1200.0,1,117.0,3.0
Köln,860.0,1,70.0,2.0
Stuttgart,1456.0,1,78.0,3.0
Köln,470.0,0,31.0,1.0
Köln,995.0,0,47.0,2.0
Köln,1180.0,1,55.0,2.0
Stuttgart,950.0,0,23.0,1.0
Stuttgart,1460.0,1,80.0,3.0
Stuttgart,2840.0,1,125.49,4.0
Köln,1740.0,1,89.0,3.0
Stuttgart,1790.0,0,76.0,3.0
Köln,760.0,0,12.0,1.0
Köln,775.0,1,60.0,2.0
Stuttgart,1831.0,1,91.0,3.0
Stuttgart,1260.0,1,77.3,3.0
Stuttgart,1550.0,1,67.0,2.0
Stuttgart,540.0,1,20.0,1.0
Köln,1130.0,0,65.0,3.0
Köln,1800.0,1,140.0,3.0
Köln,810.0,0,67.0,3.0
Köln,720.0,0,57.8,2.5
Stuttgart,565.0,1,29.0,1.0
Stuttgart,1780.0,1,80.5,3.0
Köln,2640.0,1,160.0,4.0
Köln,730.0,0,30.0,2.0
Köln,1370.0,0,55.0,2.0
Köln,954.0,0,53.0,2.0
Köln,1350.0,1,100.0,4.0
Köln,2880.0,1,160.0,4.0
Köln,1030.0,1,81.01,3.0
Köln,961.0,1,64.0,2.0
Köln,1072.58,1,50.0,2.0
Köln,785.0,1,55.0,2.0
Köln,735.0,0,52.71,2.0
Stuttgart,2250.0,1,72.0,2.0
Stuttgart,2800.0,0,105.0,3.0
Stuttgart,1590.0,1,40.0,2.0
Stuttgart,830.0,0,18.0,1.0
Stuttgart,630.0,1,55.0,1.5
Köln,750.0,1,25.0,1.0
Köln,1390.0,1,79.0,3.0
Stuttgart,972.0,1,29.02,1.0
Köln,890.0,1,70.0,3.0
Köln,1220.0,1,88.0,3.0
Stuttgart,870.0,1,34.0,1.0
Stuttgart,0.0,1,62.73,3.0
Köln,2340.0,1,141.0,4.0
Köln,600.0,1,50.0,2.0
Köln,810.0,0,50.0,2.0
Köln,685.0,0,55.0,1.5
Köln,960.0,1,60.0,2.0
Stuttgart,1400.0,0,65.0,3.5
Köln,950.0,1,67.0,2.0
Köln,1200.5,1,63.0,2.0
Stuttgart,1776.0,1,92.0,2.0
Köln,2050.0,1,130.0,4.0
Köln,485.0,1,31.0,1.0
Stuttgart,2588.0,1,140.0,3.5
Köln,1390.0,1,65.0,2.0
Köln,670.0,0,38.0,1.0
Köln,560.0,0,20.0,1.0
Köln,1400.0,1,89.0,4.0
Köln,720.0,0,53.0,2.0
Köln,2200.0,0,120.0,5.0
Köln,790.0,1,24.0,1.0
Stuttgart,540.0,0,13.2,1.0
Stuttgart,900.0,1,62.0,2.0
Stuttgart,480.0,0,17.0,1.0
Stuttgart,1900.0,1,116.0,4.0
Köln,620.0,0,32.5,1.0
Köln,980.0,1,58.0,2.0
Stuttgart,1695.0,1,78.0,3.0
Stuttgart,1220.0,1,38.0,1.0
Stuttgart,1285.0,1,81.0,3.0
Köln,920.0,1,70.0,3.0
Stuttgart,820.0,0,28.0,1.0
Köln,950.0,1,80.0,2.0
Köln,1500.0,1,110.0,3.5
Köln,730.0,0,58.0,2.0
Stuttgart,1650.0,1,69.0,3.0
Stuttgart,3300.0,1,168.66,3.0
Köln,740.0,1,76.0,3.0
Köln,1033.39,1,60.0,2.0
Stuttgart,920.0,1,68.0,3.0
Köln,1200.0,1,77.0,2.0
Stuttgart,760.0,1,29.0,1.0
Stuttgart,425.0,1,15.0,3.0
Köln,814.0,0,42.0,1.0
Köln,700.92,0,22.0,1.0
Stuttgart,500.0,0,15.0,1.0
Köln,1850.0,1,173.0,4.0
Stuttgart,550.0,0,12.0,1.0
Köln,1435.0,1,94.0,3.0
Köln,970.0,1,71.0,2.0
Köln,700.0,0,53.0,2.0
Köln,440.0,0,28.0,1.0
Köln,1380.0,1,105.64,4.0
Köln,1695.0,1,87.0,3.0
Köln,1342.0,1,92.0,3.0
Stuttgart,581.67,1,30.0,1.0
Stuttgart,710.0,1,32.0,1.0
Stuttgart,1190.0,1,66.0,2.5
Köln,1450.0,1,106.0,2.0
Köln,1150.0,1,53.0,1.0
Köln,280.0,1,30.0,1.0
Köln,1281.0,1,82.0,3.0
Köln,904.0,1,62.0,2.0
Köln,640.0,1,58.0,2.0
Stuttgart,1340.0,0,55.0,2.0
Stuttgart,550.0,0,11.2,1.0
Stuttgart,2380.0,1,105.0,4.5
Köln,1110.0,1,80.0,2.0
Stuttgart,3235.0,1,155.0,4.0
Stuttgart,1200.0,1,70.0,3.0
Köln,845.0,0,75.0,3.0
Stuttgart,789.0,0,15.0,1.0
Köln,669.0,0,24.43,1.0
Köln,980.0,0,57.0,2.0
Stuttgart,1100.0,0,36.0,1.0
Köln,1150.0,0,67.0,2.0
Köln,960.0,1,64.0,3.0
Stuttgart,895.0,0,70.0,3.0
Stuttgart,1550.0,1,85.0,3.5
Köln,1520.0,1,63.0,2.0
Köln,2150.0,1,158.0,3.0
Köln,1050.0,1,80.0,2.0
Stuttgart,800.0,1,62.0,2.0
Köln,680.0,0,49.0,2.0
Stuttgart,1400.0,0,125.0,5.0
Stuttgart,830.0,0,18.0,1.0
Köln,700.0,1,52.0,2.0
Stuttgart,500.0,0,30.0,1.0
Köln,1305.0,1,95.0,2.5
Köln,1055.0,1,81.0,3.0
Köln,1355.0,1,160.0,5.0
Stuttgart,920.0,1,58.0,2.0
Stuttgart,930.0,1,57.0,2.0
Stuttgart,1800.0,1,90.0,3.0
Stuttgart,1040.0,1,72.0,2.5
Köln,500.0,0,20.0,1.0
Köln,525.0,1,32.6,1.0
Köln,780.0,1,55.0,2.0
Köln,780.0,0,17.0,1.0
Stuttgart,650.0,1,30.0,1.0
Stuttgart,885.0,0,51.0,2.0
Köln,1975.0,1,114.0,3.0
Stuttgart,1980.0,1,144.0,2.0
Köln,1041.0,1,79.0,3.0
Köln,870.0,1,75.0,3.0
Köln,1070.0,1,92.0,3.0
Köln,2189.75,0,122.35,3.0
Köln,850.0,0,27.0,1.0
Köln,1890.0,1,78.2,2.0
Köln,880.0,1,56.82,2.0
Stuttgart,1030.0,1,56.0,2.5
Stuttgart,930.0,1,68.0,3.0
Köln,3795.0,1,165.0,4.0
Köln,460.0,1,14.0,1.0
Köln,1440.0,1,84.2,3.0
Köln,1055.0,1,67.0,2.0
Köln,600.63,1,45.8,2.0
Stuttgart,1300.0,1,96.0,3.5
Köln,1070.0,1,68.0,2.0
Köln,1900.0,1,90.0,3.0
Köln,1000.0,0,67.0,2.0
Köln,850.0,1,35.0,1.0
Stuttgart,980.0,0,54.0,2.5
Köln,990.0,1,70.0,2.0
Stuttgart,1820.0,1,116.0,3.0
Köln,970.0,1,75.62,2.0
Stuttgart,975.0,0,60.0,2.0
Stuttgart,1500.0,0,75.0,3.0
Köln,715.0,1,65.0,3.0
Stuttgart,1700.0,1,100.0,3.0
Stuttgart,1990.0,0,85.0,3.0
Stuttgart,2690.0,1,172.34,4.5
Köln,1377.0,1,90.0,3.0
Köln,690.0,0,60.0,2.0
Stuttgart,495.0,0,39.0,2.0
Köln,990.0,0,30.0,1.0
Stuttgart,1340.0,1,83.0,3.0
Köln,1800.0,1,120.0,4.0
Köln,505.0,1,27.0,1.0
Köln,820.0,0,60.0,2.0
Köln,750.0,0,63.0,2.0
Stuttgart,2300.0,0,124.0,3.0
Stuttgart,2170.0,1,96.0,3.0
Köln,910.0,0,29.0,1.0
Stuttgart,2500.0,1,76.0,3.0
Stuttgart,1196.0,1,35.25,1.0
Stuttgart,2500.0,1,76.0,3.0
Köln,1090.0,1,67.0,2.5
Stuttgart,1550.0,1,98.0,3.0
Köln,570.0,0,30.37,1.0
Stuttgart,2095.0,1,125.0,4.5
Stuttgart,1195.0,1,55.0,2.0
Köln,590.0,0,36.0,1.0
Stuttgart,2295.0,1,141.0,4.0
Köln,675.0,1,75.0,2.0
Stuttgart,1450.0,1,86.0,3.0
Stuttgart,1550.0,1,80.0,3.5
Stuttgart,690.0,1,28.0,1.0
Stuttgart,1550.0,1,70.0,3.0
Köln,750.0,1,57.0,2.0
Köln,1763.0,1,107.27,4.0
Stuttgart,640.0,1,45.0,2.0
Stuttgart,1690.0,0,67.0,2.0
Köln,893.0,1,61.0,3.0
Stuttgart,890.0,0,31.0,1.0
Köln,855.0,1,50.0,1.0
Köln,2245.0,1,147.03,4.0
Köln,890.0,1,81.4,3.0
Köln,1690.0,1,133.0,4.0
Köln,899.0,1,67.0,2.0
Stuttgart,585.0,0,27.0,1.0
Stuttgart,1550.0,0,90.0,2.5
Köln,890.0,1,64.0,2.0
Köln,600.0,0,32.0,1.0
Stuttgart,1700.0,1,88.0,4.0
Köln,1120.0,0,80.0,4.0
Köln,920.0,1,60.0,2.0
Stuttgart,2490.0,1,130.0,5.0
Köln,5629.1,1,246.0,4.0
Stuttgart,1390.0,1,50.0,2.0
Köln,800.0,0,95.0,3.0
Köln,1025.0,1,85.56,3.0
Köln,960.0,1,77.92,3.0
Stuttgart,1590.0,0,55.0,2.0
Köln,1160.0,1,80.0,3.0
Stuttgart,550.0,1,20.0,1.0
Stuttgart,1160.0,1,70.0,2.0
Köln,1517.0,1,89.0,3.0
Stuttgart,1040.0,1,77.0,3.0
Stuttgart,2190.0,1,65.0,2.5
Köln,350.0,0,30.0,1.0
Stuttgart,1350.0,1,54.0,2.0
Stuttgart,970.0,1,60.0,2.0
Stuttgart,995.0,1,71.0,3.0
Köln,729.0,0,40.0,1.0
Stuttgart,2630.0,1,116.0,2.5
Stuttgart,870.0,0,26.0,1.0
Stuttgart,1375.0,0,55.0,2.0
Köln,990.0,1,45.0,2.0
Stuttgart,3275.0,1,170.0,4.0
Köln,680.0,0,45.0,1.0
Köln,745.0,1,63.0,2.0
Köln,535.0,0,24.0,1.0
Köln,630.0,0,35.0,1.5
Köln,790.0,1,33.5,1.0
Stuttgart,2070.79,0,97.55,2.0
Köln,1700.0,1,89.0,2.0
Stuttgart,1490.0,0,46.0,2.0
Köln,815.0,1,75.0,3.0
Köln,1140.0,0,48.1,2.0
Köln,2100.0,1,145.0,2.0
Köln,1500.0,1,111.0,3.0
Stuttgart,630.0,1,38.0,1.0
Köln,855.2,1,67.0,3.0
Stuttgart,1400.0,1,60.0,2.0
Köln,695.0,0,33.61,1.5
Stuttgart,2100.0,1,97.54,4.0
Köln,2449.0,1,165.0,4.0
Stuttgart,1250.0,0,50.0,2.0
Stuttgart,1230.0,1,75.0,3.0
Stuttgart,1690.0,1,81.0,3.0
Stuttgart,1400.0,1,75.0,3.0
Stuttgart,1090.0,1,55.0,1.0
Stuttgart,2035.0,1,105.0,3.5
Köln,600.0,0,61.0,3.0
Köln,670.0,0,40.0,2.0
Köln,830.0,1,28.0,1.0
Stuttgart,2000.0,1,140.0,3.0
Köln,1085.0,1,58.6,3.0
Stuttgart,1680.0,0,115.0,4.0
Köln,1220.0,0,73.0,3.5
Köln,1325.0,0,87.0,3.0
Stuttgart,940.0,1,65.0,3.0
Köln,740.0,1,41.0,2.0
Köln,1990.0,1,121.0,3.0
Köln,913.39,1,76.45,3.0
Köln,1242.53,1,83.63,3.0
Stuttgart,1277.92,1,78.4,3.0
Stuttgart,2100.0,1,135.0,4.0
Köln,1025.0,1,82.39,2.5
Stuttgart,1550.0,1,67.0,2.0
Stuttgart,2005.0,1,130.0,4.0
Stuttgart,1250.0,1,73.0,3.0
Köln,1735.02,1,101.88,3.0
Köln,690.0,1,50.0,2.0
Köln,1402.0,0,85.0,3.0
Köln,465.0,0,28.0,1.0
Köln,900.0,1,81.0,3.0
Köln,754.0,1,52.0,1.0
Stuttgart,2200.0,0,94.0,3.5
Köln,915.0,1,56.94,2.0
Stuttgart,1670.0,1,99.0,3.0
Stuttgart,2150.0,0,81.0,3.5
Köln,780.0,1,70.0,2.5
Stuttgart,2800.0,1,128.0,4.0
Köln,900.0,0,45.0,1.5
Stuttgart,1895.0,1,94.0,2.0
Stuttgart,600.0,0,17.6,1.0
Stuttgart,935.0,0,40.0,1.0
Köln,978.0,1,100.0,3.0
Köln,1450.0,1,106.0,3.0
Köln,985.0,0,71.4,3.0
Köln,1946.0,1,115.0,3.0
Stuttgart,1400.0,1,126.0,5.0
Stuttgart,2150.0,1,120.0,3.5
Köln,830.0,0,54.0,2.0
Köln,790.0,0,41.8,2.0
Köln,730.0,1,15.0,1.0
Stuttgart,2055.0,1,112.0,3.0
Köln,1350.0,1,87.32,2.0
Köln,1180.0,0,120.0,3.5
Stuttgart,1890.0,1,80.0,3.0
Stuttgart,750.0,0,49.0,2.0
Köln,1335.0,1,95.0,3.0
Stuttgart,1600.0,0,63.0,3.0
Stuttgart,1750.0,1,75.0,3.0
Köln,4500.0,1,210.0,5.0
Stuttgart,1678.8,1,110.0,4.0
Stuttgart,1600.0,1,40.0,1.5
Köln,570.0,0,44.0,2.0
Köln,3550.0,1,196.0,4.0
Köln,895.0,1,40.0,1.0
Stuttgart,1025.0,1,56.0,2.0
Stuttgart,1560.0,1,100.0,3.0
Stuttgart,2190.0,1,111.0,3.5
Stuttgart,1490.0,0,75.0,2.5
Stuttgart,720.0,1,52.0,2.0
Köln,730.0,1,44.0,1.0
Stuttgart,1300.0,1,72.0,2.0
Stuttgart,1161.0,1,75.0,3.0
Köln,1010.0,1,86.11,2.0
Stuttgart,2400.0,1,156.0,4.0
Köln,1638.0,1,98.51,4.0
Köln,900.0,0,52.0,2.0
Stuttgart,1300.0,1,73.0,2.5
Stuttgart,610.0,0,13.0,1.0
Stuttgart,590.0,1,16.0,1.0
Köln,600.0,1,53.0,2.0
Köln,1080.0,1,71.0,3.0
Stuttgart,885.0,1,22.0,1.5
Köln,1200.0,1,65.0,2.0
Köln,1120.0,1,83.0,2.0
Köln,1320.0,1,86.0,3.0
Stuttgart,1630.0,1,74.0,3.0
Stuttgart,1830.0,1,84.0,2.0
Stuttgart,1640.0,1,75.0,2.0
Köln,1430.0,1,106.0,3.0
Stuttgart,1060.0,1,58.5,2.0
Stuttgart,1220.0,1,90.7,3.0
Köln,555.0,0,19.0,1.0
Stuttgart,1780.0,1,99.21,4.0
Stuttgart,1450.0,1,59.23,2.0
Stuttgart,1600.0,1,50.0,2.0
Köln,650.0,1,50.0,2.0
Köln,1810.0,1,120.0,3.0
Köln,1405.0,1,79.0,3.0
Stuttgart,1290.0,0,70.0,2.5
Köln,740.0,1,30.5,1.0
Köln,1140.0,0,75.0,2.5
Köln,740.0,1,47.7,2.0
Köln,1250.0,1,96.0,3.0
Köln,600.0,0,40.0,1.0
Köln,2130.93,0,121.37,4.0
Köln,440.0,1,29.0,1.0
Köln,700.0,0,29.0,1.0
Köln,470.0,0,16.0,1.0
Köln,790.0,0,55.0,2.0
Stuttgart,1120.0,1,55.0,2.0
Köln,2390.0,1,67.0,3.0
Stuttgart,1760.0,1,96.0,3.5
Köln,1455.0,1,107.0,3.0
Köln,1395.0,1,111.3,4.0
Köln,1300.0,0,77.0,2.5
Köln,680.0,0,51.0,1.0
Köln,1140.0,1,120.0,3.0
